annee;id_zone;id_quartier;nom_quartier;ref;max;min
2022;5;53;Montparnasse;29.0;34.8;20.3
2022;4;20;Sorbonne;28.9;34.68;20.23
2022;10;67;Batignolles;22.4;26.88;15.68
2022;11;40;Hôpital-Saint-Louis;24.6;29.52;17.22
2022;13;73;Villette;23.4;28.08;16.38
2022;5;52;Croulebarbe;29.5;35.4;20.65
2022;11;39;Porte-Saint-Martin;22.6;27.12;15.82
2022;10;18;Jardin-des-Plantes;22.3;26.76;15.61
2022;12;56;Plaisance;26.2;31.44;18.34
2022;12;51;Maison-Blanche;19.5;23.4;13.65
2022;2;30;Faubourg-du-Roule;23.3;27.96;16.31
2022;11;39;Porte-Saint-Martin;19.5;23.4;13.65
2022;2;15;Arsenal;25.3;30.36;17.71
2022;7;60;Javel 15Art;24.5;29.4;17.15
2022;2;15;Arsenal;33.4;40.08;23.38
2022;4;8;Bonne-Nouvelle;26.0;31.2;18.2
2022;2;34;Chaussée-d'Antin;28.5;34.2;19.95
2022;7;59;Grenelle;25.8;30.96;18.06
2022;5;52;Croulebarbe;28.9;34.68;20.23
2022;1;28;Gros-Caillou;31.8;38.16;22.26
2022;4;14;Saint-Gervais;23.2;27.84;16.24
2022;4;7;Mail;27.9;33.48;19.53
2022;2;16;Notre-Dame;25.0;30.0;17.5
2022;2;31;Madeleine;29.2;35.04;20.44
2022;4;19;Val-de-Grace;27.9;33.48;19.53
2022;11;40;Hôpital-Saint-Louis;21.6;25.92;15.12
2022;6;58;Necker;29.4;35.28;20.58
2022;1;27;Ecole-Militaire;31.2;37.44;21.84
2022;13;74;Pont-de-Flandre;22.7;27.24;15.89
2022;5;38;Porte-Saint-Denis;25.7;30.84;17.99
2022;2;34;Chaussée-d'Antin;23.3;27.96;16.31
2022;4;19;Val-de-Grace;34.7;41.64;24.29
2022;6;58;Necker;27.5;33.0;19.25
2022;14;45;Bel-Air;26.8;32.16;18.76
2022;2;13;Saint-Merri;26.2;31.44;18.34
2022;5;2;Halles;21.2;25.44;14.84
2022;4;11;Archives;26.0;31.2;18.2
2022;1;25;Saint-Thomas-d'Aquin;27.8;33.36;19.46
2022;10;49;Salpêtrière;24.4;29.28;17.08
2022;11;41;Folie-Méricourt;25.1;30.12;17.57
2022;3;64;Chaillot;25.9;31.08;18.13
2022;1;23;Notre-Dame-des-Champs;34.9;41.88;24.43
2022;10;49;Salpêtrière;21.9;26.28;15.33
2022;2;31;Madeleine;30.5;36.6;21.35
2022;2;30;Faubourg-du-Roule;22.2;26.64;15.54
2022;11;77;Belleville;23.7;28.44;16.59
2022;14;76;Combat;27.2;32.64;19.04
2022;11;48;Quinze-Vingts;24.7;29.64;17.29
2022;4;12;Sainte-Avoie;26.1;31.32;18.27
2022;2;22;Odeon;32.9;39.48;23.03
2022;3;62;Muette;28.0;33.6;19.6
2022;2;31;Madeleine;31.2;37.44;21.84
2022;13;73;Villette;21.3;25.56;14.91
2022;1;27;Ecole-Militaire;28.2;33.84;19.74
2022;14;79;Père-Lachaise;26.8;32.16;18.76
2022;13;75;Amérique;20.3;24.36;14.21
2022;9;70;Clignancourt;23.9;28.68;16.73
2022;1;27;Ecole-Militaire;25.1;30.12;17.57
2022;3;32;Europe;30.3;36.36;21.21
2022;11;54;Parc-de-Montsouris;22.4;26.88;15.68
2022;11;68;Epinettes;25.1;30.12;17.57
2022;1;26;Invalides;27.8;33.36;19.46
2022;2;21;Monnaie;31.9;38.28;22.33
2022;1;28;Gros-Caillou;33.9;40.68;23.73
2022;7;60;Javel 15Art;28.6;34.32;20.02
2022;4;8;Bonne-Nouvelle;25.7;30.84;17.99
2022;12;51;Maison-Blanche;20.4;24.48;14.28
2022;14;79;Père-Lachaise;20.1;24.12;14.07
2022;14;47;Bercy;22.6;27.12;15.82
2022;3;62;Muette;32.1;38.52;22.47
2022;10;42;Saint-Ambroise;25.2;30.24;17.64
2022;1;23;Notre-Dame-des-Champs;26.4;31.68;18.48
2022;6;65;Ternes;26.1;31.32;18.27
2022;14;45;Bel-Air;17.6;21.12;12.32
2022;14;76;Combat;28.1;33.72;19.67
2022;4;9;Arts-et-Metiers;22.3;26.76;15.61
2022;5;38;Porte-Saint-Denis;31.8;38.16;22.26
2022;3;62;Muette;32.1;38.52;22.47
2022;10;18;Jardin-des-Plantes;25.1;30.12;17.57
2022;1;25;Saint-Thomas-d'Aquin;32.5;39.0;22.75
2022;4;14;Saint-Gervais;28.7;34.44;20.09
2022;10;18;Jardin-des-Plantes;21.9;26.28;15.33
2022;4;12;Sainte-Avoie;31.8;38.16;22.26
2022;5;2;Halles;30.9;37.08;21.63
2022;2;3;Palais-Royal;27.1;32.52;18.97
2022;1;26;Invalides;29.7;35.64;20.79
2022;7;60;Javel 15Art;23.1;27.72;16.17
2022;13;73;Villette;24.0;28.8;16.8
2022;9;46;Picpus;21.9;26.28;15.33
2022;12;56;Plaisance;24.8;29.76;17.36
2022;2;16;Notre-Dame;29.0;34.8;20.3
2022;3;63;Porte-Dauphine;28.5;34.2;19.95
2022;13;74;Pont-de-Flandre;17.1;20.52;11.97
2022;11;77;Belleville;25.1;30.12;17.57
2022;14;79;Père-Lachaise;23.0;27.6;16.1
2022;11;77;Belleville;24.6;29.52;17.22
2022;13;80;Charonne;19.4;23.28;13.58
2022;5;35;Faubourg-Montmartre;31.8;38.16;22.26
2022;10;55;Petit-Montrouge;23.4;28.08;16.38
2022;1;28;Gros-Caillou;37.1;44.52;25.97
2022;1;28;Gros-Caillou;36.6;43.92;25.62
2022;11;41;Folie-Méricourt;19.4;23.28;13.58
2022;2;30;Faubourg-du-Roule;30.4;36.48;21.28
2022;4;10;Enfants-Rouges;32.0;38.4;22.4
2022;1;25;Saint-Thomas-d'Aquin;30.6;36.72;21.42
2022;13;73;Villette;26.7;32.04;18.69
2022;11;54;Parc-de-Montsouris;24.7;29.64;17.29
2022;4;9;Arts-et-Metiers;30.8;36.96;21.56
2022;10;67;Batignolles;25.3;30.36;17.71
2022;2;1;St-Germain-l'Auxerrois;27.0;32.4;18.9
2022;2;4;Place-Vendôme;26.2;31.44;18.34
2022;7;60;Javel 15Art;22.9;27.48;16.03
2022;10;44;Sainte-Marguerite;28.5;34.2;19.95
2022;7;59;Grenelle;29.3;35.16;20.51
2022;5;37;Saint-Vincent-de-Paul;23.9;28.68;16.73
2022;3;64;Chaillot;27.3;32.76;19.11
2022;10;49;Salpêtrière;23.0;27.6;16.1
2022;3;63;Porte-Dauphine;32.1;38.52;22.47
2022;8;57;Saint-Lambert;28.6;34.32;20.02
2022;6;65;Ternes;26.7;32.04;18.69
2022;11;48;Quinze-Vingts;24.3;29.16;17.01
2022;10;42;Saint-Ambroise;22.4;26.88;15.68
2022;10;67;Batignolles;22.3;26.76;15.61
2022;5;38;Porte-Saint-Denis;23.4;28.08;16.38
2022;2;30;Faubourg-du-Roule;23.4;28.08;16.38
2022;10;18;Jardin-des-Plantes;20.4;24.48;14.28
2022;10;44;Sainte-Marguerite;22.3;26.76;15.61
2022;11;54;Parc-de-Montsouris;22.6;27.12;15.82
2022;13;72;La Chapelle;21.3;25.56;14.91
2022;4;14;Saint-Gervais;26.4;31.68;18.48
2022;13;50;Gare;21.2;25.44;14.84
2022;10;42;Saint-Ambroise;24.3;29.16;17.01
2022;4;9;Arts-et-Metiers;34.7;41.64;24.29
2022;4;11;Archives;23.2;27.84;16.24
2022;13;73;Villette;21.8;26.16;15.26
2022;2;30;Faubourg-du-Roule;27.1;32.52;18.97
2022;9;70;Clignancourt;24.5;29.4;17.15
2022;5;35;Faubourg-Montmartre;22.2;26.64;15.54
2022;10;49;Salpêtrière;23.4;28.08;16.38
2022;11;40;Hôpital-Saint-Louis;23.6;28.32;16.52
2022;2;16;Notre-Dame;32.9;39.48;23.03
2022;9;70;Clignancourt;24.8;29.76;17.36
2022;2;24;Saint-Germain-des-Prés;31.7;38.04;22.19
2022;1;23;Notre-Dame-des-Champs;33.4;40.08;23.38
2022;14;79;Père-Lachaise;23.8;28.56;16.66
2022;13;50;Gare;21.3;25.56;14.91
2022;11;43;Roquette;26.3;31.56;18.41
2022;6;66;Plaine de Monceaux;22.6;27.12;15.82
2022;11;39;Porte-Saint-Martin;26.3;31.56;18.41
2022;4;6;Vivienne;31.8;38.16;22.26
2022;1;26;Invalides;37.1;44.52;25.97
2022;2;16;Notre-Dame;29.5;35.4;20.65
2022;4;12;Sainte-Avoie;23.2;27.84;16.24
2022;13;78;Saint-Fargeau;25.5;30.6;17.85
2022;13;72;La Chapelle;19.2;23.04;13.44
2022;12;51;Maison-Blanche;25.4;30.48;17.78
2022;2;31;Madeleine;30.4;36.48;21.28
2022;3;32;Europe;33.4;40.08;23.38
2022;2;3;Palais-Royal;27.0;32.4;18.9
2022;11;40;Hôpital-Saint-Louis;21.9;26.28;15.33
2022;2;3;Palais-Royal;31.7;38.04;22.19
2022;2;16;Notre-Dame;25.4;30.48;17.78
2022;5;53;Montparnasse;20.6;24.72;14.42
2022;1;23;Notre-Dame-des-Champs;31.2;37.44;21.84
2022;11;68;Epinettes;19.9;23.88;13.93
2022;5;35;Faubourg-Montmartre;25.8;30.96;18.06
2022;11;43;Roquette;22.4;26.88;15.68
2022;3;63;Porte-Dauphine;25.9;31.08;18.13
2022;11;40;Hôpital-Saint-Louis;24.3;29.16;17.01
2022;14;47;Bercy;23.5;28.2;16.45
2022;5;38;Porte-Saint-Denis;26.2;31.44;18.34
2022;4;12;Sainte-Avoie;32.1;38.52;22.47
2022;2;34;Chaussée-d'Antin;29.2;35.04;20.44
2022;4;12;Sainte-Avoie;36.0;43.2;25.2
2022;5;53;Montparnasse;23.0;27.6;16.1
2022;4;7;Mail;36.0;43.2;25.2
2022;5;33;Saint-Georges;26.3;31.56;18.41
2022;5;37;Saint-Vincent-de-Paul;23.8;28.56;16.66
2022;1;25;Saint-Thomas-d'Aquin;27.7;33.24;19.39
2022;11;77;Belleville;22.4;26.88;15.68
2022;1;26;Invalides;28.8;34.56;20.16
2022;11;54;Parc-de-Montsouris;28.8;34.56;20.16
2022;2;30;Faubourg-du-Roule;25.0;30.0;17.5
2022;4;6;Vivienne;24.7;29.64;17.29
2022;4;20;Sorbonne;36.0;43.2;25.2
2022;13;74;Pont-de-Flandre;23.4;28.08;16.38
2022;2;1;St-Germain-l'Auxerrois;32.6;39.12;22.82
2022;5;33;Saint-Georges;25.8;30.96;18.06
2022;5;2;Halles;27.5;33.0;19.25
2022;2;24;Saint-Germain-des-Prés;25.4;30.48;17.78
2022;6;66;Plaine de Monceaux;29.3;35.16;20.51
2022;13;75;Amérique;21.3;25.56;14.91
2022;4;20;Sorbonne;23.1;27.72;16.17
2022;5;35;Faubourg-Montmartre;28.2;33.84;19.74
2022;13;73;Villette;26.3;31.56;18.41
2022;5;36;Rochechouart;22.8;27.36;15.96
2022;7;60;Javel 15Art;26.7;32.04;18.69
2022;14;76;Combat;23.3;27.96;16.31
2022;4;14;Saint-Gervais;24.7;29.64;17.29
2022;2;24;Saint-Germain-des-Prés;26.3;31.56;18.41
2022;11;54;Parc-de-Montsouris;23.7;28.44;16.59
2022;13;50;Gare;26.7;32.04;18.69
2022;10;49;Salpêtrière;33.3;39.96;23.31
2022;10;18;Jardin-des-Plantes;23.0;27.6;16.1
2022;2;13;Saint-Merri;26.6;31.92;18.62
2022;10;44;Sainte-Marguerite;25.2;30.24;17.64
2022;6;58;Necker;28.5;34.2;19.95
2022;5;37;Saint-Vincent-de-Paul;28.3;33.96;19.81
2022;3;32;Europe;27.4;32.88;19.18
2022;13;80;Charonne;24.4;29.28;17.08
2022;13;78;Saint-Fargeau;21.3;25.56;14.91
2022;2;15;Arsenal;25.4;30.48;17.78
2022;13;73;Villette;19.8;23.76;13.86
2022;5;36;Rochechouart;26.2;31.44;18.34
2022;11;43;Roquette;21.8;26.16;15.26
2022;2;3;Palais-Royal;23.4;28.08;16.38
2022;9;46;Picpus;25.5;30.6;17.85
2022;4;19;Val-de-Grace;26.0;31.2;18.2
2022;1;27;Ecole-Militaire;37.1;44.52;25.97
2022;7;59;Grenelle;21.6;25.92;15.12
2022;5;38;Porte-Saint-Denis;23.8;28.56;16.66
2022;6;65;Ternes;29.1;34.92;20.37
2022;11;43;Roquette;28.8;34.56;20.16
2022;6;58;Necker;27.3;32.76;19.11
2022;10;55;Petit-Montrouge;26.0;31.2;18.2
2022;9;70;Clignancourt;23.4;28.08;16.38
2022;2;21;Monnaie;22.2;26.64;15.54
2022;2;4;Place-Vendôme;27.0;32.4;18.9
2022;5;52;Croulebarbe;27.5;33.0;19.25
2022;12;51;Maison-Blanche;22.8;27.36;15.96
2022;13;73;Villette;22.8;27.36;15.96
2022;11;77;Belleville;29.7;35.64;20.79
2022;14;76;Combat;23.5;28.2;16.45
2022;14;45;Bel-Air;21.9;26.28;15.33
2022;2;3;Palais-Royal;30.5;36.6;21.35
2022;1;27;Ecole-Militaire;39.3;47.16;27.51
2022;2;13;Saint-Merri;27.0;32.4;18.9
2022;10;67;Batignolles;21.6;25.92;15.12
2022;10;44;Sainte-Marguerite;28.1;33.72;19.67
2022;10;49;Salpêtrière;29.6;35.52;20.72
2022;12;56;Plaisance;22.8;27.36;15.96
2022;4;9;Arts-et-Metiers;24.8;29.76;17.36
2022;2;4;Place-Vendôme;30.5;36.6;21.35
2022;12;56;Plaisance;25.4;30.48;17.78
2022;13;78;Saint-Fargeau;20.3;24.36;14.21
2022;1;28;Gros-Caillou;28.3;33.96;19.81
2022;5;52;Croulebarbe;21.0;25.2;14.7
2022;14;45;Bel-Air;19.5;23.4;13.65
2022;4;6;Vivienne;34.7;41.64;24.29
2022;7;61;Auteuil;26.0;31.2;18.2
2022;2;16;Notre-Dame;35.9;43.08;25.13
2022;10;55;Petit-Montrouge;30.7;36.84;21.49
2022;2;24;Saint-Germain-des-Prés;29.2;35.04;20.44
2022;8;57;Saint-Lambert;20.3;24.36;14.21
2022;11;43;Roquette;21.6;25.92;15.12
2022;11;43;Roquette;22.6;27.12;15.82
2022;13;75;Amérique;24.4;29.28;17.08
2022;1;27;Ecole-Militaire;28.8;34.56;20.16
2022;11;68;Epinettes;29.7;35.64;20.79
2022;2;31;Madeleine;25.3;30.36;17.71
2022;5;53;Montparnasse;22.2;26.64;15.54
2022;2;34;Chaussée-d'Antin;31.9;38.28;22.33
2022;13;73;Villette;19.4;23.28;13.58
2022;14;79;Père-Lachaise;23.5;28.2;16.45
2022;8;57;Saint-Lambert;25.0;30.0;17.5
2022;5;37;Saint-Vincent-de-Paul;29.5;35.4;20.65
2022;2;5;Gaillon;22.6;27.12;15.82
2022;2;21;Monnaie;26.2;31.44;18.34
2022;4;14;Saint-Gervais;26.1;31.32;18.27
2022;7;59;Grenelle;24.3;29.16;17.01
2022;5;52;Croulebarbe;25.1;30.12;17.57
2022;3;63;Porte-Dauphine;29.1;34.92;20.37
2022;13;50;Gare;22.8;27.36;15.96
2022;9;69;Grandes-Carrières;27.5;33.0;19.25
2022;2;13;Saint-Merri;26.2;31.44;18.34
2022;2;30;Faubourg-du-Roule;25.4;30.48;17.78
2022;4;17;Saint-Victor;23.2;27.84;16.24
2022;3;32;Europe;25.0;30.0;17.5
2022;11;41;Folie-Méricourt;23.4;28.08;16.38
2022;2;4;Place-Vendôme;32.6;39.12;22.82
2022;3;62;Muette;30.3;36.36;21.21
2022;2;22;Odeon;26.2;31.44;18.34
2022;11;54;Parc-de-Montsouris;24.3;29.16;17.01
2022;14;47;Bercy;19.5;23.4;13.65
2022;13;75;Amérique;20.7;24.84;14.49
2022;3;63;Porte-Dauphine;24.8;29.76;17.36
2022;10;42;Saint-Ambroise;26.3;31.56;18.41
2022;13;72;La Chapelle;17.6;21.12;12.32
2022;4;7;Mail;25.1;30.12;17.57
2022;2;4;Place-Vendôme;27.7;33.24;19.39
2022;13;72;La Chapelle;16.8;20.16;11.76
2022;13;75;Amérique;18.8;22.56;13.16
2022;2;15;Arsenal;37.6;45.12;26.32
2022;11;39;Porte-Saint-Martin;19.4;23.28;13.58
2022;4;9;Arts-et-Metiers;32.0;38.4;22.4
2022;12;51;Maison-Blanche;20.4;24.48;14.28
2022;5;38;Porte-Saint-Denis;25.0;30.0;17.5
2022;1;26;Invalides;37.6;45.12;26.32
2022;5;35;Faubourg-Montmartre;26.2;31.44;18.34
2022;2;31;Madeleine;32.6;39.12;22.82
2022;10;42;Saint-Ambroise;23.4;28.08;16.38
2022;13;78;Saint-Fargeau;22.7;27.24;15.89
2022;4;19;Val-de-Grace;28.3;33.96;19.81
2022;13;74;Pont-de-Flandre;19.2;23.04;13.44
2022;2;13;Saint-Merri;33.4;40.08;23.38
2022;1;23;Notre-Dame-des-Champs;29.7;35.64;20.79
2022;4;17;Saint-Victor;26.4;31.68;18.48
2022;11;43;Roquette;24.3;29.16;17.01
2022;6;65;Ternes;25.3;30.36;17.71
2022;7;60;Javel 15Art;30.5;36.6;21.35
2022;6;58;Necker;33.0;39.6;23.1
2022;4;7;Mail;23.4;28.08;16.38
2022;5;2;Halles;23.0;27.6;16.1
2022;2;34;Chaussée-d'Antin;30.4;36.48;21.28
2022;11;43;Roquette;21.9;26.28;15.33
2022;2;16;Notre-Dame;25.8;30.96;18.06
2022;10;67;Batignolles;25.2;30.24;17.64
2022;5;36;Rochechouart;22.2;26.64;15.54
2022;5;38;Porte-Saint-Denis;29.0;34.8;20.3
2022;8;57;Saint-Lambert;28.1;33.72;19.67
2022;5;53;Montparnasse;26.2;31.44;18.34
2022;8;57;Saint-Lambert;25.4;30.48;17.78
2022;3;32;Europe;32.7;39.24;22.89
2022;8;57;Saint-Lambert;23.3;27.96;16.31
2022;4;10;Enfants-Rouges;28.9;34.68;20.23
2022;7;61;Auteuil;23.1;27.72;16.17
2022;11;77;Belleville;27.5;33.0;19.25
2022;1;26;Invalides;27.2;32.64;19.04
2022;9;46;Picpus;25.7;30.84;17.99
2022;3;64;Chaillot;29.0;34.8;20.3
2022;12;56;Plaisance;26.5;31.8;18.55
2022;5;33;Saint-Georges;28.2;33.84;19.74
2022;4;10;Enfants-Rouges;24.7;29.64;17.29
2022;2;4;Place-Vendôme;26.6;31.92;18.62
2022;11;77;Belleville;20.4;24.48;14.28
2022;1;28;Gros-Caillou;24.4;29.28;17.08
2022;5;37;Saint-Vincent-de-Paul;27.5;33.0;19.25
2022;11;54;Parc-de-Montsouris;21.6;25.92;15.12
2022;14;45;Bel-Air;26.4;31.68;18.48
2022;4;8;Bonne-Nouvelle;28.3;33.96;19.81
2022;13;78;Saint-Fargeau;26.3;31.56;18.41
2022;5;36;Rochechouart;23.6;28.32;16.52
2022;11;41;Folie-Méricourt;20.4;24.48;14.28
2022;4;7;Mail;26.0;31.2;18.2
2022;4;8;Bonne-Nouvelle;30.8;36.96;21.56
2022;4;12;Sainte-Avoie;30.8;36.96;21.56
2022;13;73;Villette;16.8;20.16;11.76
2022;4;9;Arts-et-Metiers;23.1;27.72;16.17
2022;4;12;Sainte-Avoie;28.5;34.2;19.95
2022;12;51;Maison-Blanche;29.8;35.76;20.86
2022;5;38;Porte-Saint-Denis;21.2;25.44;14.84
2022;4;14;Saint-Gervais;23.4;28.08;16.38
2022;10;67;Batignolles;28.1;33.72;19.67
2022;2;13;Saint-Merri;27.7;33.24;19.39
2022;8;57;Saint-Lambert;27.8;33.36;19.46
2022;11;39;Porte-Saint-Martin;26.4;31.68;18.48
2022;1;25;Saint-Thomas-d'Aquin;27.5;33.0;19.25
2022;4;14;Saint-Gervais;23.2;27.84;16.24
2022;13;72;La Chapelle;17.1;20.52;11.97
2022;2;24;Saint-Germain-des-Prés;30.5;36.6;21.35
2022;4;8;Bonne-Nouvelle;34.7;41.64;24.29
2022;7;60;Javel 15Art;30.3;36.36;21.21
2022;4;6;Vivienne;23.4;28.08;16.38
2022;5;36;Rochechouart;24.5;29.4;17.15
2022;13;80;Charonne;21.3;25.56;14.91
2022;4;14;Saint-Gervais;25.1;30.12;17.57
2022;2;13;Saint-Merri;37.6;45.12;26.32
2022;3;32;Europe;24.7;29.64;17.29
2022;9;46;Picpus;22.8;27.36;15.96
2022;11;71;Goutte-d'Or;21.6;25.92;15.12
2022;4;6;Vivienne;26.1;31.32;18.27
2022;11;77;Belleville;24.7;29.64;17.29
2022;13;80;Charonne;21.2;25.44;14.84
2022;1;23;Notre-Dame-des-Champs;36.6;43.92;25.62
2022;2;31;Madeleine;29.0;34.8;20.3
2022;4;10;Enfants-Rouges;31.8;38.16;22.26
2022;10;18;Jardin-des-Plantes;28.5;34.2;19.95
2022;1;27;Ecole-Militaire;24.4;29.28;17.08
2022;11;77;Belleville;28.2;33.84;19.74
2022;3;32;Europe;29.1;34.92;20.37
2022;6;58;Necker;29.1;34.92;20.37
2022;1;28;Gros-Caillou;34.9;41.88;24.43
2022;10;67;Batignolles;28.5;34.2;19.95
2022;13;50;Gare;24.0;28.8;16.8
2022;14;45;Bel-Air;21.2;25.44;14.84
2022;10;44;Sainte-Marguerite;25.2;30.24;17.64
2022;5;53;Montparnasse;23.8;28.56;16.66
2022;11;77;Belleville;24.4;29.28;17.08
2022;3;32;Europe;26.3;31.56;18.41
2022;11;68;Epinettes;22.6;27.12;15.82
2022;10;18;Jardin-des-Plantes;24.2;29.04;16.94
2022;1;23;Notre-Dame-des-Champs;30.1;36.12;21.07
2022;11;77;Belleville;26.4;31.68;18.48
2022;14;45;Bel-Air;23.8;28.56;16.66
2022;11;39;Porte-Saint-Martin;28.8;34.56;20.16
2022;13;75;Amérique;19.8;23.76;13.86
2022;4;9;Arts-et-Metiers;25.1;30.12;17.57
2022;2;15;Arsenal;31.9;38.28;22.33
2022;4;20;Sorbonne;32.1;38.52;22.47
2022;11;41;Folie-Méricourt;26.3;31.56;18.41
2022;14;47;Bercy;28.1;33.72;19.67
2022;2;21;Monnaie;35.9;43.08;25.13
2022;9;46;Picpus;20.3;24.36;14.21
2022;2;5;Gaillon;25.8;30.96;18.06
2022;12;51;Maison-Blanche;30.3;36.36;21.21
2022;11;77;Belleville;19.5;23.4;13.65
2022;7;59;Grenelle;22.1;26.52;15.47
2022;5;2;Halles;29.5;35.4;20.65
2022;2;21;Monnaie;33.4;40.08;23.38
2022;2;29;Champs-Elysées;26.2;31.44;18.34
2022;10;49;Salpêtrière;22.3;26.76;15.61
2022;2;16;Notre-Dame;26.2;31.44;18.34
2022;8;57;Saint-Lambert;24.7;29.64;17.29
2022;13;78;Saint-Fargeau;30.0;36.0;21.0
2022;13;73;Villette;21.3;25.56;14.91
2022;6;66;Plaine de Monceaux;24.2;29.04;16.94
2022;4;19;Val-de-Grace;27.8;33.36;19.46
2022;9;70;Clignancourt;27.3;32.76;19.11
2022;1;25;Saint-Thomas-d'Aquin;33.0;39.6;23.1
2022;13;72;La Chapelle;19.8;23.76;13.86
2022;5;38;Porte-Saint-Denis;24.5;29.4;17.15
2022;8;57;Saint-Lambert;25.2;30.24;17.64
2022;12;51;Maison-Blanche;22.0;26.4;15.4
2022;4;11;Archives;26.1;31.32;18.27
2022;2;16;Notre-Dame;29.9;35.88;20.93
2022;5;2;Halles;28.9;34.68;20.23
2022;9;69;Grandes-Carrières;22.2;26.64;15.54
2022;13;74;Pont-de-Flandre;21.3;25.56;14.91
2022;5;37;Saint-Vincent-de-Paul;29.0;34.8;20.3
2022;3;64;Chaillot;30.8;36.96;21.56
2022;5;37;Saint-Vincent-de-Paul;20.4;24.48;14.28
2022;8;57;Saint-Lambert;31.1;37.32;21.77
2022;2;15;Arsenal;29.0;34.8;20.3
2022;3;62;Muette;24.8;29.76;17.36
2022;6;66;Plaine de Monceaux;24.3;29.16;17.01
2022;4;6;Vivienne;32.0;38.4;22.4
2022;9;46;Picpus;19.5;23.4;13.65
2022;10;49;Salpêtrière;21.6;25.92;15.12
2022;2;5;Gaillon;35.9;43.08;25.13
2022;13;78;Saint-Fargeau;16.3;19.56;11.41
2022;5;37;Saint-Vincent-de-Paul;25.0;30.0;17.5
2022;8;57;Saint-Lambert;22.4;26.88;15.68
2022;4;7;Mail;32.1;38.52;22.47
2022;4;19;Val-de-Grace;30.8;36.96;21.56
2022;11;71;Goutte-d'Or;32.4;38.88;22.68
2022;2;24;Saint-Germain-des-Prés;23.3;27.96;16.31
2022;7;61;Auteuil;24.9;29.88;17.43
2022;2;4;Place-Vendôme;27.1;32.52;18.97
2022;13;78;Saint-Fargeau;14.5;17.4;10.15
2022;4;6;Vivienne;28.3;33.96;19.81
2022;3;63;Porte-Dauphine;33.4;40.08;23.38
2022;2;29;Champs-Elysées;25.8;30.96;18.06
2022;14;76;Combat;20.7;24.84;14.49
2022;1;27;Ecole-Militaire;30.6;36.72;21.42
2022;2;29;Champs-Elysées;29.0;34.8;20.3
2022;4;7;Mail;28.5;34.2;19.95
2022;9;69;Grandes-Carrières;26.9;32.28;18.83
2022;13;74;Pont-de-Flandre;18.9;22.68;13.23
2022;4;11;Archives;27.8;33.36;19.46
2022;2;15;Arsenal;26.2;31.44;18.34
2022;1;28;Gros-Caillou;30.6;36.72;21.42
2022;11;71;Goutte-d'Or;29.7;35.64;20.79
2022;2;1;St-Germain-l'Auxerrois;32.9;39.48;23.03
2022;2;34;Chaussée-d'Antin;25.0;30.0;17.5
2022;11;40;Hôpital-Saint-Louis;24.7;29.64;17.29
2022;3;64;Chaillot;32.1;38.52;22.47
2022;1;25;Saint-Thomas-d'Aquin;37.1;44.52;25.97
2022;4;14;Saint-Gervais;23.1;27.72;16.17
2022;12;51;Maison-Blanche;24.8;29.76;17.36
2022;4;19;Val-de-Grace;26.1;31.32;18.27
2022;5;37;Saint-Vincent-de-Paul;32.5;39.0;22.75
2022;11;54;Parc-de-Montsouris;19.5;23.4;13.65
2022;2;21;Monnaie;23.4;28.08;16.38
2022;10;42;Saint-Ambroise;21.7;26.04;15.19
2022;6;66;Plaine de Monceaux;30.9;37.08;21.63
2022;5;36;Rochechouart;23.9;28.68;16.73
2022;1;27;Ecole-Militaire;36.6;43.92;25.62
2022;10;44;Sainte-Marguerite;24.3;29.16;17.01
2022;5;52;Croulebarbe;20.6;24.72;14.42
2022;1;25;Saint-Thomas-d'Aquin;37.6;45.12;26.32
2022;5;37;Saint-Vincent-de-Paul;23.0;27.6;16.1
2022;4;6;Vivienne;28.9;34.68;20.23
2022;4;11;Archives;34.7;41.64;24.29
2022;4;8;Bonne-Nouvelle;23.4;28.08;16.38
2022;4;9;Arts-et-Metiers;26.3;31.56;18.41
2022;4;7;Mail;25.5;30.6;17.85
2022;4;20;Sorbonne;26.3;31.56;18.41
2022;9;70;Clignancourt;26.1;31.32;18.27
2022;4;14;Saint-Gervais;30.8;36.96;21.56
2022;2;22;Odeon;37.6;45.12;26.32
2022;7;60;Javel 15Art;29.3;35.16;20.51
2022;14;79;Père-Lachaise;20.9;25.08;14.63
2022;10;42;Saint-Ambroise;23.1;27.72;16.17
2022;2;24;Saint-Germain-des-Prés;29.0;34.8;20.3
2022;2;30;Faubourg-du-Roule;26.2;31.44;18.34
2022;10;18;Jardin-des-Plantes;30.7;36.84;21.49
2022;11;43;Roquette;24.6;29.52;17.22
2022;14;76;Combat;20.1;24.12;14.07
2022;11;77;Belleville;24.3;29.16;17.01
2022;3;64;Chaillot;27.8;33.36;19.46
2022;14;47;Bercy;24.2;29.04;16.94
2022;5;37;Saint-Vincent-de-Paul;25.1;30.12;17.57
2022;4;12;Sainte-Avoie;26.4;31.68;18.48
2022;6;65;Ternes;23.7;28.44;16.59
2022;5;38;Porte-Saint-Denis;28.2;33.84;19.74
2022;4;10;Enfants-Rouges;30.8;36.96;21.56
2022;7;59;Grenelle;25.8;30.96;18.06
2022;10;42;Saint-Ambroise;27.2;32.64;19.04
2022;6;66;Plaine de Monceaux;24.3;29.16;17.01
2022;4;9;Arts-et-Metiers;23.5;28.2;16.45
